index,level_0,level_1,name_low,name_high,street,score,name_a,name_b,street_a,street_b
157,11718,1592,1.0,0.0,1.0,2.0,SPEAK INTEGRATED CORP,SUNRISE MARKET PLACE,169 9th Avenue,610 11th Avenue
137,8016,48,1.0,1.0,0.0,2.0,DICKSON'S FARMSTAND INC,DICKSON'S FARMSTAND MEATS - CHELSEA,75 ninth ave,75 9th Ave
156,10726,956,1.0,0.0,1.0,2.0,PARAG DIAMONDS INC.,MARGON,36 W 44th St,136 W 46th St
138,8324,552,1.0,0.0,1.0,2.0,EVA'S 8TH STREET FOODS LLC,LENA'S COFFEE SHOP - GREENWICH VILLAGE,11 W 8th St,1 W 8th St
139,8499,1564,1.0,1.0,0.0,2.0,"FONDA OF CHELSEA, LLC",FONDA - CHELSEA,189 9TH AVE,189 9th Ave
140,9705,1016,1.0,0.0,1.0,2.0,LEO HOUSE FOR GERMAN CATHOLIC EMIGRANTS DBA THE LEO HOUSE,THE TRAILER PARK LOUNGE - CHELSEA ,332 W 23rd St,271 W 23rd St
95,11671,2511,1.0,1.0,0.0,2.0,SOHO SUSHI INC,SOHO SUSHI,231 SULLIVAN ST,231 Sullivan St
143,10232,1610,1.0,0.0,1.0,2.0,MIZNON AT CHELSEA LLC-SBA SMALL 7A TERM,LOS TACOS NO. 1 - CHELSEA,75 9th Avenue,75 9Th Avenue
144,12268,3183,1.0,0.0,1.0,2.0,TIBET HOUSE INC,THE AINSWORTH - CHELSEA,22 West 15th Street,122 West 26th Street
145,104,265,1.0,0.0,1.0,2.0,RON SMITH,FOURNOS THEOPHILOS,28 West 44th Street,45 West 45th Street
146,104,1449,1.0,0.0,1.0,2.0,RON SMITH,PRONTO PIZZA - 48TH ST,28 West 44th Street,62 West 48th Street
147,104,2839,1.0,0.0,1.0,2.0,RON SMITH,NISI,28 West 44th Street,250 West 47th Street
148,3905,713,1.0,0.0,1.0,2.0,INTERACT INTRANET INC.,ANTALIA MEDITERRANEAN & TURKISH KITCHEN,21 W. 46th St,17 W 45th St
149,3905,880,1.0,0.0,1.0,2.0,INTERACT INTRANET INC.,VEGANO RISTORANTE ,21 W. 46th St,46 W 46th St
150,3937,265,1.0,0.0,1.0,2.0,"IROQUOIS HOTEL, LLC",FOURNOS THEOPHILOS,49 West 44th Street,45 West 45th Street
151,5148,2387,1.0,0.0,1.0,2.0,ROOM MATE HOTEL NY INC,MALA PROJECT - MIDTOWN WEST,125 W 45th St,41 W 46th St
152,6996,569,1.0,0.0,1.0,2.0,"BARBETTA RESTAURANT, INC.",BRAZIL BRAZIL RESTAURANT,321 W 46th St,328 W 46th St
153,6996,713,1.0,0.0,1.0,2.0,"BARBETTA RESTAURANT, INC.",ANTALIA MEDITERRANEAN & TURKISH KITCHEN,321 W 46th St,17 W 45th St
154,9231,1563,1.0,0.0,1.0,2.0,ITREK INC.,CITY BURGER CO.,1460 Broadway,1540 Broadway
155,9951,2387,1.0,0.0,1.0,2.0,MALA MIDTOWN LLC,MALA PROJECT - MIDTOWN WEST,41 w 46th st,41 W 46th St
96,453,1431,1.0,0.0,1.0,2.0,"JOLLY TINKER, INC.",DAILY POKE CO.,687 Lexington Avenue,638 Lexington Ave
92,10761,1820,1.0,0.0,1.0,2.0,PARM MULBERRY LLC,PARM - MULBERRY ST,248 Mulberry Street 0.0,248 Mulberry St
94,11547,1096,1.0,0.0,1.0,2.0,SHIP WRECKED BAR AND GRILL INC,THE RICE NOODLE - GREENWICH VILLAGE,149 Bleecker Street,190 Bleecker St
93,10904,925,1.0,0.0,1.0,2.0,PMB SOHO LLC,PERA SOHO,54 Thompson Street,54 Thompson St
28,2161,1254,1.0,0.0,1.0,2.0,"443 LEXINGTON AVE, INC.",DUNKIN' (471 LEXINGTON AVE),447 Lexington Ave,471 Lexington Ave
29,7996,3214,1.0,0.0,1.0,2.0,DESL US INC,JUST SALAD - MIDTOWN EAST,708 3rd Avenue,750 3rd Avenue
30,9905,1181,1.0,1.0,0.0,2.0,"MADISON & VINE, LLC",MADISON & VINE,845 United Nations Plaza,299 Madison Ave
32,2393,3081,1.0,1.0,0.0,2.0,ANGELO'S PIZZA 1697 INC,ANGELO'S PIZZA,1697 BROADWAY,1697 Broadway
33,2774,1865,1.0,0.0,1.0,2.0,CAFE EUROPA OF 57TH STREET INC,CERTE,205 W 57th St,20 W 55th St
34,5284,2394,1.0,1.0,0.0,2.0,SERAFINA BROADWAY LTD,SERAFINA BROADWAY,210 W 55TH ST,210 West 55th Street
35,5812,2645,1.0,1.0,0.0,2.0,TIMES SQUARE CHURCH INC,TIMES SQUARE DINER,ATTENTION: ANTOINETTE LENZA 1657 BROADWAY FL 4,807 8th Ave
36,6227,3149,1.0,0.0,1.0,2.0,1462 SECOND RESTAURANT LLC,WEST END BAR AND GRILL,798 9th Avenue,813 8th Avenue
37,12333,205,1.0,0.0,1.0,2.0,TPMJV BAR & REST CORP,IVY BAR,815 9th Avenue,944 8th Avenue
38,12333,649,1.0,0.0,1.0,2.0,TPMJV BAR & REST CORP,MOM'S KITCHEN & BAR MIDTOWN,815 9th Avenue,701 9th Avenue
39,1772,127,1.0,0.0,1.0,2.0,"SHR CAPITAL PARTNERS, LLC.",BIG APPLE’S THIN CRUST,1407 Broadway,1435 Broadway
40,2521,3028,1.0,0.0,1.0,2.0,BALARINI RESTAURANT CORPORATION,CROTON RESERVOIR TAVERN,141 W 38th St,108 W 40th St
41,3777,3096,1.0,0.0,1.0,2.0,HERALD SQUARE ENTERPRISES INC,THE RAG TRADER,70 West 36th Street,70 West 36th Street
42,4804,3028,1.0,0.0,1.0,2.0,PANTHERA CORPORATION,CROTON RESERVOIR TAVERN,8 W 40th St,108 W 40th St
43,4986,319,1.0,0.0,1.0,2.0,PVH LEGWEAR LLC,CHIPOTLE MEXICAN GRILL (1400 BROADWAY),1411 Broadway,1400 Broadway
44,5727,2322,1.0,0.0,1.0,2.0,"THE NATION COMPANY, LLC",THE TAILOR PUBLIC HOUSE,520 8th Ave,505 8th Ave
45,5846,3096,1.0,0.0,1.0,2.0,TRADEMARK TASTE & GRIND,THE RAG TRADER,38 West 36th Street,70 West 36th Street
46,6973,825,1.0,0.0,1.0,2.0,BADER & YAKAITIS,FRANKIE BOY'S PIZZA,1430 Broadway,1387 Broadway
47,6973,3279,1.0,0.0,1.0,2.0,BADER & YAKAITIS,FRANKIE BOYS PIZZA,1430 Broadway,1369 Broadway
27,2126,1181,1.0,0.0,1.0,2.0,299 MADISON AVE. LLC,MADISON & VINE,299 Madison Ave,299 Madison Ave
26,1261,1816,1.0,0.0,1.0,2.0,GRAND CENTRAL OYSTER BAR INC,MENDY'S GRAND CENTRAL,89 E 42nd St,109 E 42nd St
25,1261,1639,1.0,0.0,1.0,2.0,GRAND CENTRAL OYSTER BAR INC,MAGNOLIA BAKERY - GRAND CENTRAL,89 E 42nd St,107 E 42nd St
12,3661,829,1.0,1.0,0.0,2.0,"GRANDAISY BAKERY, INC.",GRANDAISY BAKERY,250 W BROADWAY,250 W Broadway
2,5750,441,1.0,0.0,1.0,2.0,THE PUBLIC GOOD PROJECTS,THE PHO,120 E 23rd St Fl 5,127 E 23rd St
3,7660,2660,1.0,0.0,1.0,2.0,CLODAGH DESIGN INTERNATIONAL INC,XIANG XIANG NOODLE,115 E 23rd St,110 E 23rd St #112
5,1270,2163,1.0,0.0,1.0,2.0,GREENWICH RETAIL GROUP LLC,GREENWICH STREET TAVERN,349 Greenwich Street 0.0,399 Greenwich St
6,1994,2301,1.0,0.0,1.0,2.0,VISIONS/SERVICES FOR THE BLIND AND,WISEFISH - TRIBECA,500 Greenwich St,412 Greenwich St.
7,2084,584,1.0,0.0,1.0,2.0,161 MULBERRY RESTAURANT,CASA BELLA RESTARUANT,161 Mulberry Street,127 Mulberry St
8,2084,2137,1.0,0.0,1.0,2.0,161 MULBERRY RESTAURANT,IL CORTILE RESTAURANT,161 Mulberry Street,125 Mulberry St
9,2391,1737,1.0,0.0,1.0,2.0,ANEJO TRIBECA LLC,AÑEJO - TRIBECA,301 Church Street,301 Church St
11,3658,1694,1.0,1.0,0.0,2.0,GRAN TIVOLI LLC,GRAN TIVOLI,406 BROOME ST,406 Broome St
13,3813,3242,1.0,0.0,1.0,2.0,"HOME BOY RESTAURANT, INC.",HOUSEMAN,375 Greenwich Street,508 Greenwich Street
24,9769,183,1.0,0.0,1.0,2.0,LINCOLN SQUARE DENTAL ARTS PC,THE SMITH - LINCOLN SQUARE,1995 Broadway,1900 Broadway
14,3993,2849,1.0,0.0,1.0,2.0,"JING FONG RESTAURANT, INC.",JING FONG - CHINATOWN,20 Elizabeth Street,20 Elizabeth St
15,5227,1169,1.0,0.0,1.0,2.0,SARABETH'S TRIBECA LLC,DAHLIA'S - TRIBECA,339 Greenwich St,353 Greenwich St
16,5861,1290,1.0,0.0,1.0,2.0,TRIBECA TRS LLC,ANTICA RISTORANTE - CANAL ST,370 Canal Street,370 Canal St
18,6928,404,1.0,0.0,1.0,2.0,AURORA SOHO INC.,"MISHKA SOHO, INC.",510 Broome St,519 Broome Street
20,8602,991,1.0,1.0,0.0,2.0,FUNNY BBQ 98 INC,FUNNY BBQ 98,98 BOWERY,98 Bowery
21,9600,1584,1.0,1.0,0.0,2.0,"LA MELA RISTORANTE ITALIANO, INC.",LA MELA RISTORANTE,167 MULBERRY ST,167 Mulberry St
22,11270,876,1.0,0.0,1.0,2.0,ROOT NOLITA LLC,SHOOSHOO NOLITA,371 Broome Street,371 Broome St
23,4819,2152,1.0,0.0,1.0,2.0,PARM UPPER WEST LLC,PARM - UPPER WEST SIDE,235 Columbus Ave 0.0,235 Columbus Ave
48,7811,3245,1.0,0.0,1.0,2.0,CPT USA LLC,CLINTON HALL 36,15 W 39th Street,16 W. 36th Street
49,7849,3028,1.0,0.0,1.0,2.0,CRT RESTAURANT INC,CROTON RESERVOIR TAVERN,108 W 40th St,108 W 40th St
50,9266,2299,1.0,0.0,1.0,2.0,JAMARI INTERNATIONAL LTD,TAQUERIA DIANA - MIDTOWN WEST,525 7th Ave,524 9th Ave
82,12704,2388,1.0,0.0,1.0,2.0,WHITE HORSE HOSPITALITY LLC,HIGH STREET ON HUDSON,567 Hudson Street,637 Hudson St
74,10773,2428,1.0,0.0,1.0,2.0,PATRIZIA'S OF 2ND AVE,PATRIZIAS-MANHATTAN,462-466 2nd Avenue,462-466 2nd Ave
75,11263,1420,1.0,0.0,1.0,2.0,RONEMUS & VILENSKY LLP,ON,112 Madison Ave,110 Madison Ave
76,12598,2768,1.0,0.0,1.0,2.0,VR WORLD NYC LLC,SUGAR BOX NYC,10 E 34th St,120 E 34th St
77,12780,1646,1.0,0.0,1.0,2.0,YAKITORI AS IT IS INC,YAKITORI NONONO,118 Madison Avenue,118 Madison Ave
78,5285,2908,1.0,0.0,1.0,2.0,SERAFINA MEATPACKING LLC,SERAFINA - WEST VILLAGE,7 9th Ave,7 9th Ave
79,7148,788,1.0,1.0,0.0,2.0,BLEEKER STREET PIZZA CORP.,BLEECKER STREET PIZZA,69 Seventh Avenue South,69 7th Ave S
80,9933,2613,1.0,0.0,1.0,2.0,"MAGNOLIA BLEECKER STREET, LLC",MAGNOLIA BAKERY - BLEECKER ST,401 Bleecker Street,401 Bleecker St
81,12211,2273,1.0,0.0,1.0,2.0,THE STONEWALL INN,NORTHFORK WEST VILLAGE,53 Christopher Street,122 Christopher Street
83,3079,2287,1.0,0.0,1.0,2.0,CUTLER SOHO LLC,LADURÉE SOHO,465 West Broadway,398 West Broadway
72,10271,627,1.0,0.0,1.0,2.0,MONTROY DEMARCO MLLP,MOONSTRUCK ON MADISON - MURRAY HILL,90 Madison Ave.,244 Madison Ave
84,3108,2990,1.0,0.0,1.0,2.0,DANTE GROVE ST LLC,DANTE,79-81 Macdougal St,79-81 Macdougal St
86,6812,1512,1.0,0.0,1.0,2.0,"ARCHBISHOP FULTON J. SHEEN CENTER, INC.",LI-LAC CHOCOLATES (BLEECKER ST),18 Bleecker Street 0.0,162 Bleecker Street
87,7146,2219,1.0,0.0,1.0,2.0,BLEECKER STREET BAR CORP,BLEECKER'S FINEST DELI,56-58 Bleecker Street,171 Bleecker Street
88,7336,605,1.0,1.0,0.0,2.0,BURGER & BARREL LLC,BURGER & BARREL - SOHO,25 W HOUSTON ST,25 W Houston St
89,8186,2090,1.0,0.0,1.0,2.0,EGG SHOP LES LLC,EGG SHOP - SOHO,151 Elizabeth St.,151 Elizabeth St
90,8205,2182,1.0,0.0,1.0,2.0,EL TORO INTERACTIVE LLC,COCO & CRU - GREENWICH VILLAGE,636 Broadway,643 Broadway
91,9606,2287,1.0,0.0,1.0,2.0,LADUREE USA INC,LADURÉE SOHO,396 West  Broadway,398 West Broadway
1,3127,2617,1.0,0.0,1.0,2.0,DAVINES NORTH AMERICA INC,PATISSERIE CHANSON/THYME BAR,50 W 23rd St,20 W 23rd St
73,10271,1420,1.0,0.0,1.0,2.0,MONTROY DEMARCO MLLP,ON,90 Madison Ave.,110 Madison Ave
71,8632,1420,1.0,0.0,1.0,2.0,GAMMON & ASSOCIATES DBA THE GRO AGENCY,ON,152 Madison Avenue,110 Madison Ave
51,12175,2524,1.0,0.0,1.0,2.0,"THE NORTH STAR FUND, INC.",THE RESTAURANT,520 8th Ave,506 9th Ave
60,4390,1420,1.0,0.0,1.0,2.0,MAXONS RESTORATIONS INC.,ON,280 Madison Avenue,110 Madison Ave
52,12223,127,1.0,0.0,1.0,2.0,THE VILLAGE IN TIMES SQUARE LLC,BIG APPLE’S THIN CRUST,1435 Broadway,1435 Broadway
53,12260,2524,1.0,0.0,1.0,2.0,THREE LITER ADVENTURES LLC,THE RESTAURANT,980 6th Ave,506 9th Ave
54,1370,1420,1.0,0.0,1.0,2.0,"JOHN GALLIN & SON, INC.",ON,102 Madison Ave,110 Madison Ave
55,2299,2935,1.0,0.0,1.0,2.0,AGE GROUP LTD.,GREEN LEAF GOURMET,2 Park Ave,7 Park Ave
56,2346,1420,1.0,0.0,1.0,2.0,AMBASSADOR CONSTRUCTION CO. INC.,ON,105 Madison Avenue,110 Madison Ave
57,3532,1420,1.0,0.0,1.0,2.0,GACE CONSULTING ENGINEERS DPC,ON,105 Madison Ave Fl 6,110 Madison Ave
58,3638,1420,1.0,0.0,1.0,2.0,GORDON H. SMITH CORPORATION,ON,200 Madison Avenue,110 Madison Ave
59,4390,627,1.0,0.0,1.0,2.0,MAXONS RESTORATIONS INC.,MOONSTRUCK ON MADISON - MURRAY HILL,280 Madison Avenue,244 Madison Ave
61,4390,1659,1.0,0.0,1.0,2.0,MAXONS RESTORATIONS INC.,MOONTALIAN,280 Madison Avenue,244 Madison Ave
70,8123,2196,1.0,0.0,1.0,2.0,"E&E RESTAURANT 2, LLC",BETWEEN THE BREAD - MURRAY HILL,102 E 30th St,20 E 40th St
62,5131,341,1.0,1.0,0.0,2.0,ROCCO STEAKHOUSE INC.,ROCCO STEAKHOUSE - MADISON AVE,72 MADISON AVE,72 Madison Ave
63,5160,1420,1.0,0.0,1.0,2.0,ROSH OB/GYN ULTRASOUND PLLC,ON,213 Madison Ave,110 Madison Ave
64,5763,1652,1.0,0.0,1.0,2.0,"THE SHABBAT PROJECT, INC.",BUTTERCUP BAKE SHOP - FLATIRON,79 Madison Ave.,167 Madison Ave
65,6638,1420,1.0,0.0,1.0,2.0,ALBERT WEISS AIR CONDITIONING PRODUCTS INC,ON,270 Madison Ave 0.0,110 Madison Ave
66,6781,1420,1.0,0.0,1.0,2.0,AP MONTAGGI USA INC-SBA SMALL 7A TERM,ON,112 Madison Ave 6th FL,110 Madison Ave
67,6939,747,1.0,0.0,1.0,2.0,AVENUE A STAFFING-SBA SMALL 7A TERM,SEVEN GRAMS CAFFE - FLATIRON,79 Madison Ave,76 Madison Avenue
68,7118,1420,1.0,0.0,1.0,2.0,BILLION DOLLAR BOY INC,ON,135 Madison Avenue,110 Madison Ave
69,8022,2355,1.0,0.0,1.0,2.0,DIGITAL MEDIA SERVICES INC,GALATA MEDITERRANEAN CUISINE - KIPS BAY,10 E 39th St,212 E 34th St
183,9952,851,1.0,1.0,0.0,2.0,MALA PROJECT EAST VILLAGE LLC,MALA PROJECT - EAST VILLAGE,122 1ST AVE,122 1st Avenue
